timestamp,student_id,name,department,grade,double_major_minor_second_speciality,first_choice,second_choice,weight,result
2025-01-22 00:30:56.635499,627,student_627,電資學院學士班 (U-EECS),其他,輔系:資工系 (minor in CS),高教授班,無,40.46490947076557
2025-01-22 00:26:09.635499,340,student_340,電機系 (EE),大四 (senior),輔系:資工系 (minor in CS),無,李教授班,40.46497460382396
2025-01-22 00:31:40.635499,671,student_671,其他,大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班,40.465338144994334
2025-01-22 00:33:37.635499,788,student_788,其他,大四 (senior),無,高教授班,高教授班,40.46817980521939
2025-01-22 00:28:27.635499,478,student_478,電資學院學士班 (U-EECS),大二 (sophomore),輔系:資工系 (minor in CS),李教授班,李教授班,40.46859759939782
2025-01-22 00:32:26.635499,717,student_717,其他,大二 (sophomore),無,高教授班,無,40.46927246028677
2025-01-22 00:34:38.635499,849,student_849,其他,其他,以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,無,40.47113369469133
2025-01-22 00:29:46.635499,557,student_557,電資學院學士班 (U-EECS),大四 (senior),輔系:資工系 (minor in CS),無,高教授班,40.471228009947225
2025-01-22 00:28:35.635499,486,student_486,電資學院學士班 (U-EECS),大二 (sophomore),輔系:資工系 (minor in CS),無,無,40.47415047394215
2025-01-22 00:27:40.635499,431,student_431,電機系 (EE),其他,無,無,高教授班,40.47506405420631
2025-01-22 00:24:55.635499,266,student_266,電機系 (EE),大二 (sophomore),輔系:資工系 (minor in CS),高教授班,高教授班,40.477745286546885
2025-01-22 00:32:43.635499,734,student_734,其他,大三 (junior),輔系:資工系 (minor in CS),高教授班,高教授班,40.481785228834205
2025-01-22 00:28:32.635499,483,student_483,電資學院學士班 (U-EECS),大二 (sophomore),輔系:資工系 (minor in CS),高教授班,無,40.482843812783
2025-01-22 00:30:52.635499,623,student_623,電資學院學士班 (U-EECS),其他,輔系:資工系 (minor in CS),李教授班,高教授班,40.484078051680115
2025-01-22 00:31:14.635499,645,student_645,電資學院學士班 (U-EECS),其他,無,高教授班,無,40.48926793964497
2025-01-22 00:31:32.635499,663,student_663,其他,大一 (freshman),輔系:資工系 (minor in CS),高教授班,無,40.490421735475046
2025-01-22 00:32:54.635499,745,student_745,其他,大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,李教授班,40.4927643229442
2025-01-22 00:33:39.635499,790,student_790,其他,大四 (senior),無,無,李教授班,40.49857455748076
2025-01-22 00:28:51.635499,502,student_502,電資學院學士班 (U-EECS),大二 (sophomore),無,無,李教授班,40.499025288762006
2025-01-22 00:34:42.635499,853,student_853,其他,其他,以「資訊工程」為第二專長 (second specialty in Computer Science),無,李教授班,40.50288382847559
2025-01-22 00:26:22.635499,353,student_353,電機系 (EE),大四 (senior),無,李教授班,高教授班,40.50321464849392
2025-01-22 00:30:41.635499,612,student_612,電資學院學士班 (U-EECS),大五、大六、或大七,無,無,無,40.5060125951384
2025-01-22 00:32:55.635499,746,student_746,其他,大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,高教授班,40.506391787224125
2025-01-22 00:34:27.635499,838,student_838,其他,其他,輔系:資工系 (minor in CS),李教授班,李教授班,40.50749030204428
2025-01-22 00:26:19.635499,350,student_350,電機系 (EE),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,高教授班,40.507508713504706
2025-01-22 00:33:54.635499,805,student_805,其他,大五、大六、或大七,輔系:資工系 (minor in CS),高教授班,李教授班,40.510820340860676
2025-01-22 00:34:46.635499,857,student_857,其他,其他,無,李教授班,高教授班,40.51239803183948
2025-01-22 00:31:36.635499,667,student_667,其他,大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,李教授班,40.51375662589642
2025-01-22 00:32:04.635499,695,student_695,其他,大二 (sophomore),輔系:資工系 (minor in CS),李教授班,高教授班,40.51820280509176
2025-01-22 00:24:59.635499,270,student_270,電機系 (EE),大二 (sophomore),輔系:資工系 (minor in CS),無,無,40.524014518360204
2025-01-22 00:33:05.635499,756,student_756,其他,大三 (junior),無,無,無,40.52530544654229
2025-01-22 00:29:21.635499,532,student_532,電資學院學士班 (U-EECS),大三 (junior),無,李教授班,李教授班,40.528633326715756
2025-01-22 00:27:39.635499,430,student_430,電機系 (EE),其他,無,無,李教授班,40.53305890460291
2025-01-22 00:24:23.635499,234,student_234,電機系 (EE),大一 (freshman),輔系:資工系 (minor in CS),無,無,40.534415923978486
2025-01-22 00:33:58.635499,809,student_809,其他,大五、大六、或大七,輔系:資工系 (minor in CS),無,高教授班,40.53460102832785
2025-01-22 00:30:29.635499,600,student_600,電資學院學士班 (U-EECS),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,無,40.53599464655782
2025-01-22 00:32:51.635499,742,student_742,其他,大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,李教授班,40.53631975602386
2025-01-22 00:27:16.635499,407,student_407,電機系 (EE),其他,輔系:資工系 (minor in CS),李教授班,高教授班,40.53645031837309
2025-01-22 00:26:50.635499,381,student_381,電機系 (EE),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,無,40.53727484302618
2025-01-22 00:33:16.635499,767,student_767,其他,大四 (senior),輔系:資工系 (minor in CS),李教授班,高教授班,40.54373453569992
2025-01-22 00:33:41.635499,792,student_792,其他,大四 (senior),無,無,無,40.545335849298404
2025-01-22 00:33:29.635499,780,student_780,其他,大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,無,40.54537191800653
2025-01-22 00:34:43.635499,854,student_854,其他,其他,以「資訊工程」為第二專長 (second specialty in Computer Science),無,高教授班,40.54836826422337
2025-01-22 00:25:44.635499,315,student_315,電機系 (EE),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,無,40.54844144168327
2025-01-22 00:27:56.635499,447,student_447,電資學院學士班 (U-EECS),大一 (freshman),輔系:資工系 (minor in CS),高教授班,無,40.55182248695557
2025-01-22 00:28:43.635499,494,student_494,電資學院學士班 (U-EECS),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),無,高教授班,40.553619249574645
2025-01-22 00:29:42.635499,553,student_553,電資學院學士班 (U-EECS),大四 (senior),輔系:資工系 (minor in CS),高教授班,李教授班,40.555188128098976
2025-01-22 00:32:47.635499,738,student_738,其他,大三 (junior),輔系:資工系 (minor in CS),無,無,40.55557913088958
2025-01-22 00:33:28.635499,779,student_779,其他,大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班,40.55631494657478
2025-01-22 00:29:11.635499,522,student_522,電資學院學士班 (U-EECS),大三 (junior),輔系:資工系 (minor in CS),無,無,40.55648186245905
2025-01-22 00:25:35.635499,306,student_306,電機系 (EE),大三 (junior),輔系:資工系 (minor in CS),無,無,40.56477645901197
2025-01-22 00:24:32.635499,243,student_243,電機系 (EE),大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),無,無,40.56638584929367
2025-01-22 00:29:52.635499,563,student_563,電資學院學士班 (U-EECS),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班,40.56664016733389
2025-01-22 00:33:00.635499,751,student_751,其他,大三 (junior),無,高教授班,李教授班,40.56724316746778
2025-01-22 00:28:02.635499,453,student_453,電資學院學士班 (U-EECS),大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,無,40.56875681512733
2025-01-22 00:24:33.635499,244,student_244,電機系 (EE),大一 (freshman),無,李教授班,李教授班,40.56906037307256
2025-01-22 00:30:57.635499,628,student_628,電資學院學士班 (U-EECS),其他,輔系:資工系 (minor in CS),無,李教授班,40.57033762462817
2025-01-22 00:27:41.635499,432,student_432,電機系 (EE),其他,無,無,無,40.574507840890334
2025-01-22 00:34:11.635499,822,student_822,其他,大五、大六、或大七,無,李教授班,無,40.57526944162188
2025-01-22 00:24:37.635499,248,student_248,電機系 (EE),大一 (freshman),無,高教授班,高教授班,40.576030896095894
2025-01-22 00:32:22.635499,713,student_713,其他,大二 (sophomore),無,李教授班,高教授班,40.57704741330118
2025-01-22 00:27:02.635499,393,student_393,電機系 (EE),大五、大六、或大七,無,高教授班,無,40.58142297459217
2025-01-22 00:28:14.635499,465,student_465,電資學院學士班 (U-EECS),大一 (freshman),無,高教授班,無,40.58145851964157
2025-01-22 00:32:46.635499,737,student_737,其他,大三 (junior),輔系:資工系 (minor in CS),無,高教授班,40.5819353602128
2025-01-22 00:29:43.635499,554,student_554,電資學院學士班 (U-EECS),大四 (senior),輔系:資工系 (minor in CS),高教授班,高教授班,40.58250042719681
2025-01-22 00:34:53.635499,864,student_864,其他,其他,無,無,無,40.58251117804782
2025-01-22 00:34:05.635499,816,student_816,其他,大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,無,40.58271856924417
2025-01-22 00:26:14.635499,345,student_345,電機系 (EE),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,無,40.58330285258163
2025-01-22 00:31:05.635499,636,student_636,電資學院學士班 (U-EECS),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,無,40.58401526385307
2025-01-22 00:24:58.635499,269,student_269,電機系 (EE),大二 (sophomore),輔系:資工系 (minor in CS),無,高教授班,40.586084134893525
2025-01-22 00:32:25.635499,716,student_716,其他,大二 (sophomore),無,高教授班,高教授班,40.587814473558815
2025-01-22 00:29:13.635499,524,student_524,電資學院學士班 (U-EECS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,高教授班,40.588471153039556
2025-01-22 00:33:27.635499,778,student_778,其他,大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,李教授班,40.59310126570172
2025-01-22 00:28:47.635499,498,student_498,電資學院學士班 (U-EECS),大二 (sophomore),無,李教授班,無,40.59332540467865
2025-01-22 00:34:34.635499,845,student_845,其他,其他,輔系:資工系 (minor in CS),無,高教授班,40.59632577624935
2025-01-22 00:24:19.635499,230,student_230,電機系 (EE),大一 (freshman),輔系:資工系 (minor in CS),高教授班,高教授班,40.598622261930736
2025-01-22 00:33:20.635499,771,student_771,其他,大四 (senior),輔系:資工系 (minor in CS),高教授班,無,40.61238931888602
2025-01-22 00:26:29.635499,360,student_360,電機系 (EE),大四 (senior),無,無,無,40.613648274001015
2025-01-22 00:32:23.635499,714,student_714,其他,大二 (sophomore),無,李教授班,無,40.61649998082773
2025-01-22 00:34:07.635499,818,student_818,其他,大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),無,高教授班,40.63021601002261
2025-01-22 00:25:08.635499,279,student_279,電機系 (EE),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),無,無,40.63622481224715
2025-01-22 00:28:05.635499,456,student_456,電資學院學士班 (U-EECS),大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,無,40.63625013257399
2025-01-22 00:30:24.635499,595,student_595,電資學院學士班 (U-EECS),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,李教授班,40.637277960448195
2025-01-22 00:25:41.635499,312,student_312,電機系 (EE),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,無,40.64048206865216
2025-01-22 00:33:38.635499,789,student_789,其他,大四 (senior),無,高教授班,無,40.64179152124976
2025-01-22 00:29:08.635499,519,student_519,電資學院學士班 (U-EECS),大三 (junior),輔系:資工系 (minor in CS),高教授班,無,40.643068940247254
2025-01-22 00:29:25.635499,536,student_536,電資學院學士班 (U-EECS),大三 (junior),無,高教授班,高教授班,40.644837184205244
2025-01-22 00:29:45.635499,556,student_556,電資學院學士班 (U-EECS),大四 (senior),輔系:資工系 (minor in CS),無,李教授班,40.64632290136478
2025-01-22 00:30:05.635499,576,student_576,電資學院學士班 (U-EECS),大四 (senior),無,無,無,40.64863441497665
2025-01-22 00:26:20.635499,351,student_351,電機系 (EE),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,無,40.65202183248824
2025-01-22 00:26:08.635499,339,student_339,電機系 (EE),大四 (senior),輔系:資工系 (minor in CS),高教授班,無,40.65346186989484
2025-01-22 00:34:37.635499,848,student_848,其他,其他,以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,高教授班,40.65521336060009
2025-01-22 00:31:53.635499,684,student_684,其他,大一 (freshman),無,無,無,40.658477741300466
2025-01-22 00:29:48.635499,559,student_559,電資學院學士班 (U-EECS),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,李教授班,40.662184611568065
2025-01-22 00:30:30.635499,601,student_601,電資學院學士班 (U-EECS),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),無,李教授班,40.66454965681149
2025-01-22 00:34:03.635499,814,student_814,其他,大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,李教授班,40.66672329304927
2025-01-22 00:32:14.635499,705,student_705,其他,大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,無,40.669504726566906
2025-01-22 00:26:59.635499,390,student_390,電機系 (EE),大五、大六、或大七,無,李教授班,無,40.66980258357696
2025-01-22 00:28:44.635499,495,student_495,電資學院學士班 (U-EECS),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),無,無,40.67113834405363
2025-01-22 00:27:18.635499,409,student_409,電機系 (EE),其他,輔系:資工系 (minor in CS),高教授班,李教授班,40.674329918889015
2025-01-22 00:27:19.635499,410,student_410,電機系 (EE),其他,輔系:資工系 (minor in CS),高教授班,高教授班,40.67531701525576
2025-01-22 00:32:08.635499,699,student_699,其他,大二 (sophomore),輔系:資工系 (minor in CS),高教授班,無,40.67828734620319
2025-01-22 00:25:34.635499,305,student_305,電機系 (EE),大三 (junior),輔系:資工系 (minor in CS),無,高教授班,40.687139123791674
2025-01-22 00:24:18.635499,229,student_229,電機系 (EE),大一 (freshman),輔系:資工系 (minor in CS),高教授班,李教授班,40.68897240152504
2025-01-22 00:34:44.635499,855,student_855,其他,其他,以「資訊工程」為第二專長 (second specialty in Computer Science),無,無,40.68988327181162
2025-01-22 00:24:21.635499,232,student_232,電機系 (EE),大一 (freshman),輔系:資工系 (minor in CS),無,李教授班,40.69542001142494
2025-01-22 00:28:45.635499,496,student_496,電資學院學士班 (U-EECS),大二 (sophomore),無,李教授班,李教授班,40.69544534635681
2025-01-22 00:33:30.635499,781,student_781,其他,大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,李教授班,40.69738912292924
2025-01-22 00:32:27.635499,718,student_718,其他,大二 (sophomore),無,無,李教授班,40.69755206362055
2025-01-22 00:32:12.635499,703,student_703,其他,大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,李教授班,40.701200187941616
2025-01-22 00:27:53.635499,444,student_444,電資學院學士班 (U-EECS),大一 (freshman),輔系:資工系 (minor in CS),李教授班,無,40.70222432889338
2025-01-22 00:27:38.635499,429,student_429,電機系 (EE),其他,無,高教授班,無,40.703523092727934
2025-01-22 00:28:53.635499,504,student_504,電資學院學士班 (U-EECS),大二 (sophomore),無,無,無,40.705710703038676
2025-01-22 00:26:10.635499,341,student_341,電機系 (EE),大四 (senior),輔系:資工系 (minor in CS),無,高教授班,40.70781717719953
2025-01-22 00:27:21.635499,412,student_412,電機系 (EE),其他,輔系:資工系 (minor in CS),無,李教授班,40.7078269034545
2025-01-22 00:28:52.635499,503,student_503,電資學院學士班 (U-EECS),大二 (sophomore),無,無,高教授班,40.70807123779243
2025-01-22 00:34:45.635499,856,student_856,其他,其他,無,李教授班,李教授班,40.70945452162036
2025-01-22 00:24:22.635499,233,student_233,電機系 (EE),大一 (freshman),輔系:資工系 (minor in CS),無,高教授班,40.71047394882517
2025-01-22 00:29:03.635499,514,student_514,電資學院學士班 (U-EECS),大三 (junior),輔系:資工系 (minor in CS),李教授班,李教授班,40.71152701237963
2025-01-22 00:30:40.635499,611,student_611,電資學院學士班 (U-EECS),大五、大六、或大七,無,無,高教授班,40.7124935186705
2025-01-22 00:32:06.635499,697,student_697,其他,大二 (sophomore),輔系:資工系 (minor in CS),高教授班,李教授班,40.71850611418231
2025-01-22 00:28:10.635499,461,student_461,電資學院學士班 (U-EECS),大一 (freshman),無,李教授班,高教授班,40.7195877188315
2025-01-22 00:29:41.635499,552,student_552,電資學院學士班 (U-EECS),大四 (senior),輔系:資工系 (minor in CS),李教授班,無,40.72250660143604
2025-01-22 00:32:56.635499,747,student_747,其他,大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,無,40.72333027075964
2025-01-22 00:30:34.635499,605,student_605,電資學院學士班 (U-EECS),大五、大六、或大七,無,李教授班,高教授班,40.729418310724725
2025-01-22 00:33:26.635499,777,student_777,其他,大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,無,40.72994846097618
2025-01-22 00:31:08.635499,639,student_639,電資學院學士班 (U-EECS),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),無,無,40.73332440779271
2025-01-22 00:31:00.635499,631,student_631,電資學院學士班 (U-EECS),其他,以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,李教授班,40.73371289093219
2025-01-22 00:30:28.635499,599,student_599,電資學院學士班 (U-EECS),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班,40.73545143013335
2025-01-22 00:31:38.635499,669,student_669,其他,大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,無,40.73766736063387
2025-01-22 00:29:39.635499,550,student_550,電資學院學士班 (U-EECS),大四 (senior),輔系:資工系 (minor in CS),李教授班,李教授班,40.73774554948369
2025-01-22 00:28:28.635499,479,student_479,電資學院學士班 (U-EECS),大二 (sophomore),輔系:資工系 (minor in CS),李教授班,高教授班,40.74102212389497
2025-01-22 00:29:57.635499,568,student_568,電資學院學士班 (U-EECS),大四 (senior),無,李教授班,李教授班,40.741030398143685
2025-01-22 00:26:52.635499,383,student_383,電機系 (EE),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班,40.742102873891746
2025-01-22 00:32:17.635499,708,student_708,其他,大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,無,40.7432563813456
2025-01-22 00:30:38.635499,609,student_609,電資學院學士班 (U-EECS),大五、大六、或大七,無,高教授班,無,40.743519110692894
2025-01-22 00:28:09.635499,460,student_460,電資學院學士班 (U-EECS),大一 (freshman),無,李教授班,李教授班,40.747745239845216
2025-01-22 00:33:57.635499,808,student_808,其他,大五、大六、或大七,輔系:資工系 (minor in CS),無,李教授班,40.74826401790265
2025-01-22 00:34:32.635499,843,student_843,其他,其他,輔系:資工系 (minor in CS),高教授班,無,40.74986580134911
2025-01-22 00:29:16.635499,527,student_527,電資學院學士班 (U-EECS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班,40.751020750604816
2025-01-22 00:29:50.635499,561,student_561,電資學院學士班 (U-EECS),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,無,40.75165575310658
2025-01-22 00:24:26.635499,237,student_237,電機系 (EE),大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,無,40.7518594261754
2025-01-22 00:29:28.635499,539,student_539,電資學院學士班 (U-EECS),大三 (junior),無,無,高教授班,40.75513424309106
2025-01-22 00:24:15.635499,226,student_226,電機系 (EE),大一 (freshman),輔系:資工系 (minor in CS),李教授班,李教授班,40.75873380396289
2025-01-22 00:26:26.635499,357,student_357,電機系 (EE),大四 (senior),無,高教授班,無,40.76084416268242
2025-01-22 00:32:15.635499,706,student_706,其他,大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,李教授班,40.761630069960354
2025-01-22 00:28:08.635499,459,student_459,電資學院學士班 (U-EECS),大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),無,無,40.76183296841833
2025-01-22 00:34:12.635499,823,student_823,其他,大五、大六、或大七,無,高教授班,李教授班,40.76515358066336
2025-01-22 00:25:02.635499,273,student_273,電機系 (EE),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,無,40.7664366024878
2025-01-22 00:30:53.635499,624,student_624,電資學院學士班 (U-EECS),其他,輔系:資工系 (minor in CS),李教授班,無,40.76650031127894
2025-01-22 00:25:07.635499,278,student_278,電機系 (EE),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),無,高教授班,40.769938608484786
2025-01-22 00:24:40.635499,251,student_251,電機系 (EE),大一 (freshman),無,無,高教授班,40.772876893963016
2025-01-22 00:24:54.635499,265,student_265,電機系 (EE),大二 (sophomore),輔系:資工系 (minor in CS),高教授班,李教授班,40.78038695692589
2025-01-22 00:29:15.635499,526,student_526,電資學院學士班 (U-EECS),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,李教授班,40.78080902316942
2025-01-22 00:24:35.635499,246,student_246,電機系 (EE),大一 (freshman),無,李教授班,無,40.782816694568865
2025-01-22 00:26:46.635499,377,student_377,電機系 (EE),大五、大六、或大七,輔系:資工系 (minor in CS),無,高教授班,40.78306322055411
2025-01-22 00:26:07.635499,338,student_338,電機系 (EE),大四 (senior),輔系:資工系 (minor in CS),高教授班,高教授班,40.78343171535052
2025-01-22 00:33:31.635499,782,student_782,其他,大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),無,高教授班,40.78687228365925
2025-01-22 00:26:44.635499,375,student_375,電機系 (EE),大五、大六、或大七,輔系:資工系 (minor in CS),高教授班,無,40.79264990025205
2025-01-22 00:26:43.635499,374,student_374,電機系 (EE),大五、大六、或大七,輔系:資工系 (minor in CS),高教授班,高教授班,40.79460495138709
2025-01-22 00:34:16.635499,827,student_827,其他,大五、大六、或大七,無,無,高教授班,40.79479390319437
2025-01-22 00:25:46.635499,317,student_317,電機系 (EE),大三 (junior),無,李教授班,高教授班,40.79548459787834
2025-01-22 00:31:41.635499,672,student_672,其他,大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,無,40.795966085980126
2025-01-22 00:29:53.635499,564,student_564,電資學院學士班 (U-EECS),大四 (senior),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,無,40.79842327813239
2025-01-22 00:34:29.635499,840,student_840,其他,其他,輔系:資工系 (minor in CS),李教授班,無,40.801568293083974
2025-01-22 00:33:56.635499,807,student_807,其他,大五、大六、或大七,輔系:資工系 (minor in CS),高教授班,無,40.80162586427511
2025-01-22 00:26:03.635499,334,student_334,電機系 (EE),大四 (senior),輔系:資工系 (minor in CS),李教授班,李教授班,40.80174704172935
2025-01-22 00:28:00.635499,451,student_451,電資學院學士班 (U-EECS),大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,李教授班,40.81001284246291
2025-01-22 00:30:35.635499,606,student_606,電資學院學士班 (U-EECS),大五、大六、或大七,無,李教授班,無,40.812985259560016
2025-01-22 00:31:30.635499,661,student_661,其他,大一 (freshman),輔系:資工系 (minor in CS),高教授班,李教授班,40.813393322560856
2025-01-22 00:30:51.635499,622,student_622,電資學院學士班 (U-EECS),其他,輔系:資工系 (minor in CS),李教授班,李教授班,40.81513245617061
2025-01-22 00:31:43.635499,674,student_674,其他,大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),無,高教授班,40.815962630864185
2025-01-22 00:26:05.635499,336,student_336,電機系 (EE),大四 (senior),輔系:資工系 (minor in CS),李教授班,無,40.8161411135626
2025-01-22 00:32:41.635499,732,student_732,其他,大三 (junior),輔系:資工系 (minor in CS),李教授班,無,40.81651804226804
2025-01-22 00:25:32.635499,303,student_303,電機系 (EE),大三 (junior),輔系:資工系 (minor in CS),高教授班,無,40.81718529037804
2025-01-22 00:24:56.635499,267,student_267,電機系 (EE),大二 (sophomore),輔系:資工系 (minor in CS),高教授班,無,40.82091704232054
2025-01-22 00:30:19.635499,590,student_590,電資學院學士班 (U-EECS),大五、大六、或大七,輔系:資工系 (minor in CS),高教授班,高教授班,40.82107240446425
2025-01-22 00:30:37.635499,608,student_608,電資學院學士班 (U-EECS),大五、大六、或大七,無,高教授班,高教授班,40.821332445290246
2025-01-22 00:30:21.635499,592,student_592,電資學院學士班 (U-EECS),大五、大六、或大七,輔系:資工系 (minor in CS),無,李教授班,40.82263633693734
2025-01-22 00:24:29.635499,240,student_240,電機系 (EE),大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,無,40.822911764994714
2025-01-22 00:32:21.635499,712,student_712,其他,大二 (sophomore),無,李教授班,李教授班,40.82528646859032
2025-01-22 00:27:55.635499,446,student_446,電資學院學士班 (U-EECS),大一 (freshman),輔系:資工系 (minor in CS),高教授班,高教授班,40.82648066716879
2025-01-22 00:26:06.635499,337,student_337,電機系 (EE),大四 (senior),輔系:資工系 (minor in CS),高教授班,李教授班,40.828004093373394
2025-01-22 00:24:57.635499,268,student_268,電機系 (EE),大二 (sophomore),輔系:資工系 (minor in CS),無,李教授班,40.830154854898446
2025-01-22 00:24:51.635499,262,student_262,電機系 (EE),大二 (sophomore),輔系:資工系 (minor in CS),李教授班,李教授班,40.830340228763525
2025-01-22 00:27:04.635499,395,student_395,電機系 (EE),大五、大六、或大七,無,無,高教授班,40.83394712255465
2025-01-22 00:27:03.635499,394,student_394,電機系 (EE),大五、大六、或大七,無,無,李教授班,40.83414900963059
2025-01-22 00:28:50.635499,501,student_501,電資學院學士班 (U-EECS),大二 (sophomore),無,高教授班,無,40.836452159249745
2025-01-22 00:30:33.635499,604,student_604,電資學院學士班 (U-EECS),大五、大六、或大七,無,李教授班,李教授班,40.84005271946429
2025-01-22 00:26:28.635499,359,student_359,電機系 (EE),大四 (senior),無,無,高教授班,40.84070109697078
2025-01-22 00:31:16.635499,647,student_647,電資學院學士班 (U-EECS),其他,無,無,高教授班,40.84360009416855
2025-01-22 00:28:01.635499,452,student_452,電資學院學士班 (U-EECS),大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,高教授班,40.843922710184785
2025-01-22 00:28:41.635499,492,student_492,電資學院學士班 (U-EECS),大二 (sophomore),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,無,40.84397465884727
2025-01-22 00:26:23.635499,354,student_354,電機系 (EE),大四 (senior),無,李教授班,無,40.8445007426646
2025-01-22 00:26:56.635499,387,student_387,電機系 (EE),大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),無,無,40.84459504997634
2025-01-22 00:33:51.635499,802,student_802,其他,大五、大六、或大七,輔系:資工系 (minor in CS),李教授班,李教授班,40.84574350070365
2025-01-22 00:33:23.635499,774,student_774,其他,大四 (senior),輔系:資工系 (minor in CS),無,無,40.85072777224764
2025-01-22 00:31:39.635499,670,student_670,其他,大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,李教授班,40.85209120940722
2025-01-22 00:25:37.635499,308,student_308,電機系 (EE),大三 (junior),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,高教授班,40.852154169989305
2025-01-22 00:25:10.635499,281,student_281,電機系 (EE),大二 (sophomore),無,李教授班,高教授班,40.858060736745976
2025-01-22 00:24:24.635499,235,student_235,電機系 (EE),大一 (freshman),以「資訊工程」為第二專長 (second specialty in Computer Science),李教授班,李教授班,40.86266100468675
2025-01-22 00:34:04.635499,815,student_815,其他,大五、大六、或大七,以「資訊工程」為第二專長 (second specialty in Computer Science),高教授班,高教授班,40.864551425613435
2025-01-22 00:27:37.635499,428,student_428,電機系 (EE),其他,無,高教授班,高教授班,40.865404489675754
